Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-01-01 00:00:00,36.0,86.5,1.82,5.18,6.5,,6.02,,46.25,1.7,2.95,,,,,16.85,89.0,0.6,186.5,0.0,0.0,6.0,752.0,-0.15
2024-01-01 01:00:00,37.0,89.0,1.8,5.1,6.43,,5.17,,45.8,1.43,2.53,,,,,16.7,90.25,0.65,194.5,0.0,0.0,6.0,752.0,-0.1
2024-01-01 02:00:00,32.25,80.0,1.8,5.1,6.43,,8.32,,45.58,2.33,4.05,,,,,16.6,91.25,0.72,209.5,0.0,0.0,6.0,752.0,-0.14
2024-01-01 03:00:00,30.25,75.25,1.8,5.1,6.4,,9.0,,45.48,2.5,4.4,,,,,16.55,92.5,0.6,217.75,0.0,0.0,6.0,752.0,-0.14
2024-01-01 04:00:00,29.0,73.0,1.8,5.1,6.43,,9.75,,45.5,2.7,4.75,,,,,16.58,93.0,0.6,197.25,0.0,0.0,6.25,752.0,-0.16
2024-01-01 05:00:00,30.0,74.75,1.8,5.12,6.43,,9.53,,45.7,2.67,4.67,,,,,16.62,91.0,0.55,202.75,0.0,0.0,6.25,752.0,-0.14
2024-01-01 06:00:00,27.0,69.25,1.8,5.05,6.35,,9.2,,45.15,2.58,4.53,,,,,16.42,91.5,0.55,171.5,0.0,0.0,6.25,752.0,-0.14
2024-01-01 07:00:00,24.0,62.0,1.8,5.12,6.45,,8.87,,45.9,2.47,4.33,,,,,16.77,90.25,0.6,191.0,0.0,0.0,12.5,752.0,-0.15
2024-01-01 08:00:00,25.25,65.5,1.88,5.2,6.5,,8.38,,46.38,2.35,4.07,,,,,16.92,86.25,0.5,193.0,0.0,0.0,42.0,752.0,-0.16
2024-01-01 09:00:00,30.0,74.0,1.9,5.3,6.6,,8.4,,47.3,2.3,4.1,,,,,17.3,85.0,0.6,175.0,0.0,0.0,66.0,752.0,-0.14
2024-01-01 10:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-01-01 11:00:00,33.0,81.0,1.9,5.3,6.7,,43.0,,47.8,11.8,20.6,,,,,17.5,77.0,0.5,142.0,0.0,0.0,241.0,752.0,-0.16
2024-01-01 12:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-01-01 13:00:00,8.0,32.0,2.1,5.8,7.3,,,,52.9,,,,,,,19.4,68.0,0.5,115.0,0.0,0.0,296.0,752.0,-0.16
2024-01-01 14:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-01-01 15:00:00,36.0,87.0,2.1,5.9,7.4,,3.6,,53.73,1.0,1.7,,,,,19.73,70.0,0.67,115.33,0.0,0.0,87.67,752.0,-0.16
2024-01-01 16:00:00,39.5,94.25,2.1,5.8,7.28,,8.55,,52.58,2.42,4.15,,,,,19.3,72.75,0.6,124.25,0.0,0.0,19.0,752.0,-0.16
2024-01-01 17:00:00,39.75,94.75,1.95,5.42,6.78,,9.7,,48.7,2.75,4.8,,,,,17.8,78.0,0.68,132.0,0.0,0.0,6.25,752.0,-0.16
2024-01-01 18:00:00,53.25,121.0,1.9,5.3,6.68,,9.72,,47.6,2.7,4.78,,,,,17.35,82.0,0.78,166.0,0.0,0.0,6.0,752.0,-0.14
2024-01-01 19:00:00,58.75,131.5,1.9,5.22,6.6,,4.6,,47.1,0.9,1.6,,,,,17.18,83.0,0.72,184.75,0.0,0.0,6.0,752.0,-0.15
2024-01-01 20:00:00,64.75,143.75,1.88,5.2,6.5,,7.78,,46.58,2.83,5.0,,,,,16.98,84.25,0.68,132.5,0.0,0.0,6.0,752.0,-0.15
2024-01-01 21:00:00,71.75,159.25,1.8,5.1,6.45,,11.33,,45.82,3.17,5.57,,,,,16.7,86.75,0.78,145.75,0.0,0.0,6.0,752.0,-0.15
2024-01-01 22:00:00,78.5,171.75,1.85,5.15,6.5,,8.8,,46.18,2.48,4.3,,,,,16.82,86.25,0.8,149.5,0.0,0.0,6.0,752.0,-0.14
2024-01-01 23:00:00,95.25,205.25,1.8,5.12,6.45,,7.43,,45.78,2.1,3.63,,,,,16.68,85.75,0.5,207.0,0.0,0.0,6.0,752.0,-0.15
2024-01-02 00:00:00,71.25,158.25,1.8,5.05,6.35,,5.98,,45.12,1.68,2.98,,,,,16.42,87.5,0.48,273.25,0.0,0.0,6.0,752.0,-0.16
2024-01-02 01:00:00,62.5,140.5,1.8,5.05,6.3,,2.5,,45.02,0.47,0.87,,,,,16.4,88.75,0.6,257.0,0.0,0.0,6.0,752.0,-0.14
2024-01-02 02:00:00,49.75,115.25,1.8,5.0,6.3,,3.58,,44.52,0.98,1.7,,,,,16.23,90.0,0.6,246.75,0.0,0.0,6.0,752.0,-0.15
2024-01-02 03:00:00,43.25,101.5,1.8,4.9,6.2,,4.4,,43.9,1.2,2.17,,,,,15.95,90.75,0.57,270.75,0.0,0.0,6.0,752.0,-0.15
2024-01-02 04:00:00,41.25,98.0,1.72,4.88,6.12,,5.08,,43.28,1.42,2.48,,,,,15.75,92.0,0.48,266.75,0.0,0.0,6.0,752.0,-0.14
2024-01-02 05:00:00,39.0,93.25,1.7,4.8,6.0,,4.67,,42.38,1.3,2.3,,,,,15.4,96.0,0.48,276.0,0.0,0.0,6.0,752.0,-0.15
2024-01-02 06:00:00,37.5,90.0,1.7,4.68,5.9,,6.75,,41.4,1.88,3.3,,,,,15.02,96.5,0.57,249.5,0.0,0.0,6.25,752.0,-0.16
2024-01-02 07:00:00,34.25,83.5,1.7,4.62,5.82,,7.13,,41.08,1.97,3.5,,,,,14.88,98.33,0.7,266.0,0.0,0.0,14.25,752.0,-0.15
2024-01-02 08:00:00,40.25,95.5,1.72,4.82,6.1,,9.07,,43.02,2.52,4.4,,,,,15.62,90.25,0.62,238.5,0.0,0.0,73.5,752.0,-0.15
2024-01-02 09:00:00,48.25,111.25,1.8,5.03,6.32,,12.13,,44.95,3.4,5.9,,,,,16.35,82.5,0.45,230.0,0.0,0.0,146.0,752.25,-0.16
2024-01-02 10:00:00,53.5,121.75,1.98,5.52,6.92,,12.5,,49.68,3.5,6.05,,,,,18.18,71.0,0.5,196.0,0.0,0.0,301.25,752.0,-0.16
2024-01-02 11:00:00,42.75,101.0,2.15,5.95,7.45,,,,54.0,,,,,,,19.82,63.0,0.52,164.75,0.0,0.0,325.5,752.0,0.04
2024-01-02 12:00:00,42.0,67.67,2.18,6.05,7.62,,11.47,,55.15,3.3,5.7,,,,,20.27,60.75,0.6,214.5,0.0,0.0,238.5,752.0,-0.17
2024-01-02 13:00:00,39.5,94.25,2.28,6.3,7.95,,8.77,,57.85,2.47,4.3,,,,,21.28,56.5,0.48,194.25,0.0,0.0,317.25,752.0,-0.13
2024-01-02 14:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-01-02 15:00:00,39.75,94.0,2.3,6.38,7.98,,1.07,,58.28,0.3,0.57,,,,,21.45,56.5,0.52,228.5,0.0,0.0,126.0,752.0,-0.14
2024-01-02 16:00:00,37.0,89.0,2.18,6.08,7.65,,1.33,,55.5,0.37,0.67,,,,,20.4,62.75,0.68,229.5,0.0,0.0,31.5,752.0,-0.14
2024-01-02 17:00:00,40.0,95.0,2.08,5.8,7.28,,2.6,,52.65,0.65,1.15,,,,,19.3,68.5,0.57,253.25,0.0,0.0,6.0,752.0,-0.12
2024-01-02 18:00:00,42.75,100.5,1.98,5.52,6.95,,14.75,,49.8,4.05,7.1,,,,,18.23,77.75,0.38,270.75,0.0,0.0,6.0,752.0,-0.14
2024-01-02 19:00:00,53.5,122.5,1.88,5.2,6.55,,22.53,,46.62,6.33,11.03,,,,,17.0,85.0,0.38,268.75,0.0,0.0,6.0,752.0,-0.11
2024-01-02 20:00:00,42.75,100.25,1.8,5.07,6.38,,9.82,,45.2,2.8,4.9,,,,,16.45,88.5,0.4,254.5,0.0,0.0,5.75,752.0,-0.11
2024-01-02 21:00:00,47.75,111.5,1.8,4.93,6.2,,3.03,,43.9,0.9,1.53,,,,,15.95,94.0,0.38,236.0,0.0,0.0,5.75,752.0,-0.11
2024-01-02 22:00:00,41.5,98.75,1.72,4.9,6.15,,4.42,,43.48,1.22,2.12,,,,,15.8,,0.32,224.5,0.0,0.0,5.5,752.0,-0.11
2024-01-02 23:00:00,33.5,82.5,1.7,4.85,6.1,,3.2,,43.05,0.93,1.57,,,,,15.65,,0.5,245.5,0.0,0.0,5.75,752.0,-0.1
2024-01-03 00:00:00,30.0,74.5,1.7,4.85,6.05,,6.8,,42.95,1.88,3.28,,,,,15.6,,0.5,206.0,0.0,0.0,6.0,752.0,-0.11
2024-01-03 01:00:00,22.5,59.75,1.7,4.85,6.1,,6.9,,42.95,1.97,3.43,,,,,15.6,,0.68,227.25,0.0,0.0,6.0,752.0,-0.11
2024-01-03 02:00:00,20.0,55.25,1.7,4.8,6.0,,3.8,,42.55,1.1,1.88,,,,,15.45,,0.6,205.25,0.0,0.0,6.0,752.0,-0.1
2024-01-03 03:00:00,19.0,53.5,1.7,4.8,6.0,,2.47,,42.15,0.7,1.23,,,,,15.32,,0.65,194.5,0.0,0.0,5.5,752.0,-0.1
2024-01-03 04:00:00,17.33,49.33,1.7,4.8,6.0,,5.73,,42.13,1.57,2.73,,,,,15.3,,0.5,228.0,0.0,0.0,6.0,752.0,-0.11
2024-01-03 05:00:00,19.75,54.0,1.7,4.8,6.0,,6.4,,42.58,1.83,3.17,,,,,15.45,,0.5,229.25,0.0,0.0,5.5,752.0,-0.11
2024-01-03 06:00:00,21.0,57.0,1.7,4.8,6.0,,7.35,,42.55,2.05,3.55,,,,,15.45,,0.52,180.5,0.0,0.0,6.0,752.0,-0.1
2024-01-03 07:00:00,24.0,62.75,1.7,4.8,6.02,,7.53,,42.62,2.1,3.7,,,,,15.5,,0.65,179.0,0.0,0.0,7.25,752.0,-0.12
2024-01-03 08:00:00,23.75,63.0,1.72,4.88,6.12,,6.9,,43.32,1.92,3.35,,,,,15.75,,0.65,242.0,0.0,0.0,17.75,752.0,-0.12
2024-01-03 09:00:00,30.75,77.0,1.8,5.08,6.35,,8.3,,45.28,2.33,4.07,,,,,16.5,89.0,0.57,194.0,0.0,0.0,76.75,752.0,-0.13
2024-01-03 10:00:00,185.0,385.0,1.8,5.0,6.3,,17.4,,44.4,4.8,8.4,,,,,16.2,,0.3,169.0,0.0,0.0,67.0,752.0,-0.12
2024-01-03 11:00:00,51.0,118.0,1.82,5.1,6.4,,,,45.72,,,,,,,16.65,92.33,0.48,169.25,0.0,0.0,151.0,752.0,-0.14
2024-01-03 12:00:00,22.75,60.25,1.95,5.45,6.88,,31.22,,49.22,8.85,15.4,,,,,17.98,83.25,0.5,162.5,0.0,0.0,321.25,752.0,-0.14
2024-01-03 13:00:00,30.25,76.25,2.15,6.0,7.55,,23.13,,54.75,6.5,11.4,,,,,20.1,71.75,0.52,195.0,0.0,0.0,309.75,752.0,-0.13
2024-01-03 14:00:00,31.0,78.0,2.12,5.95,7.5,,14.05,,54.28,3.98,6.98,,,,,19.95,71.25,0.6,154.5,0.0,0.0,211.25,752.0,-0.13
2024-01-03 15:00:00,34.75,84.75,2.2,6.07,7.57,,6.27,,55.1,2.73,4.8,,,,,20.25,70.0,0.65,159.5,0.0,0.0,103.0,752.0,-0.14
2024-01-03 16:00:00,35.75,86.75,2.1,5.85,7.35,,5.98,,53.05,1.65,2.82,,,,,19.45,75.75,0.68,226.25,0.0,0.0,22.0,752.0,-0.13
2024-01-03 17:00:00,37.0,90.0,2.0,5.6,7.0,,,,50.7,,,,,,,18.6,82.0,0.8,99.0,0.0,0.0,6.0,752.0,-0.11
2024-01-03 18:00:00,53.0,121.25,2.0,5.65,7.1,,12.7,,50.98,3.5,6.15,,,,,18.67,83.25,0.72,108.5,0.0,0.0,6.0,752.0,-0.13
2024-01-03 19:00:00,66.25,146.75,2.0,5.6,7.05,,20.33,,50.82,5.7,9.93,,,,,18.58,85.5,0.78,199.5,0.0,0.0,6.0,752.0,-0.12
2024-01-03 20:00:00,78.5,171.75,2.0,5.57,7.05,,15.12,,50.58,4.25,7.48,,,,,18.5,86.0,0.65,131.5,0.0,0.0,6.0,752.0,-0.12
2024-01-03 21:00:00,76.0,166.75,2.0,5.5,6.93,,11.1,,49.7,3.13,5.43,,,,,18.18,89.25,0.78,114.5,0.0,0.0,6.0,752.0,-0.12
2024-01-03 22:00:00,74.25,164.0,1.92,5.43,6.82,,8.88,,48.92,2.52,4.42,,,,,17.88,91.75,0.8,137.75,0.0,0.0,6.0,752.0,-0.12
2024-01-03 23:00:00,79.5,173.5,1.9,5.38,6.78,,4.13,,48.3,1.2,2.07,,,,,17.65,95.0,0.72,144.5,0.0,0.0,6.0,752.0,-0.12
2024-01-04 00:00:00,73.25,161.0,1.9,5.3,6.68,,4.32,,47.58,1.23,2.12,,,,,17.4,98.0,0.72,201.25,0.0,0.0,6.0,752.0,-0.12
2024-01-04 01:00:00,59.75,134.5,1.9,5.28,6.6,,1.4,,47.25,0.4,0.7,,,,,17.25,,0.7,217.0,0.0,0.0,6.0,752.0,-0.12
2024-01-04 02:00:00,59.0,133.0,1.9,5.2,6.55,,4.57,,46.78,1.27,2.23,,,,,17.05,,0.5,238.5,0.0,0.0,6.0,752.0,-0.12
2024-01-04 03:00:00,49.5,115.0,1.8,5.12,6.45,,1.6,,45.95,0.45,0.8,,,,,16.75,,0.57,257.0,0.0,0.0,6.0,752.0,-0.12
2024-01-04 04:00:00,45.25,105.25,1.8,5.1,6.38,,3.27,,45.3,0.9,1.6,,,,,16.5,,0.55,270.5,0.0,0.0,6.0,752.0,-0.12
2024-01-04 05:00:00,42.75,101.0,1.8,5.0,6.3,,1.35,,44.75,0.4,0.7,,,,,16.3,,0.45,263.75,0.0,0.0,6.0,752.0,-0.12
2024-01-04 06:00:00,34.5,84.0,1.8,5.0,6.3,,3.17,,44.42,0.9,1.57,,,,,16.2,,0.45,263.0,0.0,0.0,6.0,752.0,-0.12
2024-01-04 07:00:00,30.25,75.0,1.8,5.0,6.3,,0.8,,44.65,0.15,0.25,,,,,16.23,,0.5,255.25,0.0,0.0,6.0,752.0,-0.12
2024-01-04 08:00:00,33.75,82.25,1.8,5.07,6.38,,6.37,,45.48,1.73,3.03,,,,,16.58,,0.68,281.75,0.0,0.0,15.5,752.0,-0.13
2024-01-04 09:00:00,42.25,100.25,1.88,5.25,6.62,,11.83,,47.28,3.27,5.77,,,,,17.25,96.0,0.45,264.75,0.0,0.0,96.5,752.0,-0.13
2024-01-04 10:00:00,54.5,124.5,1.92,5.43,6.85,,16.35,,49.1,4.55,7.92,,,,,17.95,88.0,0.62,243.0,0.0,0.0,119.75,752.0,-0.18
2024-01-04 11:00:00,178.25,371.75,2.08,5.78,7.25,,,,52.4,,,,,,,19.23,80.75,0.57,238.75,0.0,0.0,126.75,752.0,-0.12
2024-01-04 12:00:00,69.0,152.5,2.1,5.8,7.3,,22.85,,52.85,6.65,11.6,,,,,19.4,81.0,0.45,255.0,0.0,0.0,129.0,752.0,-0.14
2024-01-04 13:00:00,33.0,81.0,2.2,6.1,7.7,,8.9,,55.6,2.6,4.5,,,,,20.4,74.5,0.6,217.0,0.0,0.0,170.0,752.0,-0.11
2024-01-04 14:00:00,37.5,90.0,2.2,6.12,7.72,,7.85,,56.22,2.2,3.82,,,,,20.65,73.25,0.48,263.25,0.0,0.0,167.25,752.0,-0.14
2024-01-04 15:00:00,41.0,97.25,2.2,6.05,7.62,,4.3,,55.22,1.27,2.2,,,,,20.27,75.75,0.48,230.5,0.0,0.0,75.5,752.0,-0.13
2024-01-04 16:00:00,36.5,88.5,2.1,5.93,7.48,,7.98,,54.0,2.2,3.82,,,,,19.82,78.75,0.5,240.25,0.0,0.0,8.5,752.0,-0.12
2024-01-04 17:00:00,35.67,85.67,2.1,5.8,7.33,,9.7,,53.0,2.67,4.7,,,,,19.4,81.0,0.37,252.33,0.0,0.0,6.0,752.0,-0.13
2024-01-04 18:00:00,37.0,88.5,2.1,5.7,7.2,,5.7,,51.85,1.6,2.8,,,,,19.0,84.0,0.5,230.0,0.0,0.0,6.0,752.0,-0.13
2024-01-04 19:00:00,36.0,87.0,2.0,5.7,7.2,,7.3,,51.65,2.03,3.57,,,,,18.92,83.75,0.48,231.5,0.0,0.0,6.5,752.0,-0.13
2024-01-04 20:00:00,37.0,88.75,2.0,5.7,7.18,,7.88,,51.48,2.2,3.82,,,,,18.88,84.0,0.5,246.75,0.0,0.0,6.0,752.0,-0.12
2024-01-04 21:00:00,34.5,84.25,2.0,5.62,7.1,,7.57,,51.08,2.13,3.73,,,,,18.7,84.25,0.4,247.75,0.0,0.0,6.0,752.0,-0.13
2024-01-04 22:00:00,33.0,81.75,2.0,5.57,7.0,,4.15,,50.35,1.2,2.05,,,,,18.42,86.0,0.48,258.25,0.0,0.0,6.0,752.0,-0.12
2024-01-04 23:00:00,29.25,73.25,2.0,5.5,6.93,,1.1,,49.68,0.3,0.55,,,,,18.18,88.75,0.43,247.5,0.0,0.0,6.0,752.0,-0.13
2024-01-05 00:00:00,28.0,71.0,2.0,5.5,6.9,,2.98,,49.2,0.8,1.4,,,,,18.0,90.25,0.5,230.25,0.0,0.0,6.0,752.0,-0.13
2024-01-05 01:00:00,23.25,62.5,2.0,5.5,6.9,,1.47,,49.2,0.43,0.73,,,,,18.0,91.75,0.38,228.0,0.0,0.0,6.0,752.0,-0.13
2024-01-05 02:00:00,21.25,57.5,2.0,5.5,6.9,,4.17,,49.22,1.13,1.97,,,,,18.0,92.75,0.48,208.0,0.0,0.0,6.0,752.0,-0.12
2024-01-05 03:00:00,21.0,57.75,1.98,5.48,6.85,,4.7,,49.15,1.33,2.33,,,,,17.95,93.5,0.6,204.5,0.0,0.0,6.0,752.0,-0.12
2024-01-05 04:00:00,22.0,59.0,1.9,5.4,6.8,,7.35,,48.55,2.02,3.58,,,,,17.75,95.5,0.45,242.25,0.0,0.0,6.0,752.0,-0.12
2024-01-05 05:00:00,22.0,59.0,1.9,5.35,6.7,,8.7,,48.12,2.43,4.27,,,,,17.58,,0.57,262.0,0.0,0.0,6.0,752.0,-0.12
2024-01-05 06:00:00,17.5,50.5,1.9,5.3,6.7,,8.05,,48.0,2.28,3.95,,,,,17.52,,0.57,228.25,0.0,0.0,6.0,752.0,-0.12
2024-01-05 07:00:00,14.0,42.5,1.9,5.35,6.7,,6.33,,48.08,1.8,3.17,,,,,17.55,,0.68,262.25,0.0,0.0,6.0,752.0,-0.13
2024-01-05 08:00:00,16.75,49.25,1.9,5.4,6.78,,7.38,,48.45,2.02,3.6,,,,,17.7,,0.68,185.75,0.0,0.0,10.25,752.0,-0.13
2024-01-05 09:00:00,20.75,56.75,1.95,5.45,6.8,,10.6,,49.0,2.93,5.17,,,,,17.92,95.0,0.5,249.5,0.0,0.0,10.75,752.0,-0.14
2024-01-05 10:00:00,22.75,60.0,1.92,5.43,6.82,,17.18,,49.0,4.75,8.3,,,,,17.92,94.75,0.52,223.75,0.0,0.0,14.75,752.0,-0.14
2024-01-05 11:00:00,26.67,67.67,2.0,5.5,6.93,,,,49.83,,,,,,,18.23,91.0,0.37,203.67,0.0,0.0,26.0,752.0,-0.14
2024-01-05 12:00:00,185.0,384.5,2.1,5.8,7.3,,12.4,,52.7,3.5,6.2,,,,,19.3,85.0,0.5,285.0,0.0,0.0,53.5,752.0,-0.14
2024-01-05 13:00:00,35.0,84.75,2.12,5.92,7.45,,32.03,,53.88,8.8,15.33,,,,,19.75,85.25,0.48,144.75,0.0,0.0,38.5,752.0,-0.14
2024-01-05 14:00:00,23.0,60.75,2.1,5.8,7.3,,25.8,,52.82,8.0,13.9,,,,,19.35,87.75,0.65,159.5,0.0,0.0,7.5,752.0,-0.14
2024-01-05 15:00:00,30.5,76.75,2.1,5.78,7.22,,,,52.22,,,,,,,19.15,91.25,0.55,202.75,0.0,0.0,6.0,752.0,-0.14
2024-01-05 16:00:00,35.5,86.25,2.0,5.7,7.18,,5.82,,51.6,1.58,2.7,,,,,18.9,,0.45,185.75,0.0,0.0,12.75,752.0,-0.14
2024-01-05 17:00:00,30.25,75.5,2.05,5.7,7.2,,10.15,,51.88,3.0,5.3,,,,,19.0,96.0,0.5,215.0,0.0,0.0,7.0,752.0,-0.14
2024-01-05 18:00:00,25.25,66.25,2.0,5.7,7.2,,9.02,,51.7,2.48,4.3,,,,,18.95,,0.42,240.5,0.0,0.0,6.0,752.0,-0.13
2024-01-05 19:00:00,28.0,70.75,2.0,5.7,7.2,,8.03,,51.55,2.3,4.03,,,,,18.9,,0.48,221.25,0.0,0.0,6.0,752.0,-0.13
2024-01-05 20:00:00,28.75,72.75,2.0,5.7,7.18,,7.08,,51.5,1.98,3.38,,,,,18.88,,0.55,264.25,0.0,0.0,6.0,752.0,-0.14
2024-01-05 21:00:00,30.0,75.75,2.02,5.7,7.2,,4.97,,51.75,1.43,2.57,,,,,18.95,97.0,0.57,265.0,0.0,0.0,6.0,752.0,-0.14
2024-01-05 22:00:00,32.25,79.75,2.1,5.7,7.2,,2.65,,51.98,0.97,1.7,,,,,19.05,97.0,0.62,203.25,0.0,0.0,6.0,752.0,-0.12
2024-01-05 23:00:00,31.75,78.75,2.1,5.7,7.2,,1.8,,51.98,0.5,0.9,,,,,19.02,98.0,0.4,223.75,0.0,0.0,6.0,752.0,-0.14
2024-01-06 00:00:00,38.5,91.25,2.1,5.7,7.2,,6.48,,51.98,1.78,3.12,,,,,19.05,,0.73,201.5,0.0,0.0,6.0,752.0,-0.14
2024-01-06 01:00:00,33.0,81.25,2.1,5.7,7.2,,6.83,,52.02,1.93,3.37,,,,,19.05,96.75,0.78,118.5,0.0,0.0,6.0,752.0,-0.14
2024-01-06 02:00:00,39.75,94.0,2.1,5.7,7.2,,3.95,,52.1,1.12,1.92,,,,,19.1,97.25,0.7,125.75,0.0,0.0,6.0,752.0,-0.13
2024-01-06 03:00:00,43.75,102.75,2.1,5.75,7.2,,1.53,,52.1,0.43,0.77,,,,,19.08,98.0,0.73,210.75,0.0,0.0,6.0,752.0,-0.13
2024-01-06 04:00:00,41.0,96.5,2.0,5.7,7.15,,7.08,,51.52,1.95,3.4,,,,,18.88,,0.78,253.0,0.0,0.0,6.0,752.0,-0.14
2024-01-06 05:00:00,38.0,90.5,2.0,5.7,7.15,,8.07,,51.42,2.23,3.93,,,,,18.85,,0.62,265.5,0.0,0.0,6.0,752.0,-0.13
2024-01-06 06:00:00,38.0,90.0,2.0,5.7,7.2,,9.5,,51.52,2.62,4.6,,,,,18.9,,0.8,202.0,0.0,0.0,6.0,752.0,-0.13
2024-01-06 07:00:00,37.0,88.25,2.0,5.7,7.2,,8.3,,51.7,2.37,4.1,,,,,18.92,,0.55,239.0,0.0,0.0,6.0,752.0,-0.14
2024-01-06 08:00:00,39.75,94.0,2.1,5.78,7.28,,7.93,,52.68,2.2,3.85,,,,,19.3,95.0,0.78,224.75,0.0,0.0,18.5,752.0,-0.14
2024-01-06 09:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2024-01-06 10:00:00,51.0,117.0,2.1,5.85,7.35,,12.45,,53.3,3.45,6.05,,,,,19.55,89.0,0.75,246.5,0.0,0.0,76.5,752.0,-0.14
2024-01-06 11:00:00,55.75,127.0,2.1,5.9,7.4,,,,53.68,,,,,,,19.7,86.5,0.6,188.25,0.0,0.0,58.0,752.0,-0.14
2024-01-06 12:00:00,54.25,123.25,2.12,5.93,7.48,,12.1,,54.0,3.45,6.0,,,,,19.82,86.5,0.6,275.75,0.0,0.0,79.75,752.0,-0.14
2024-01-06 13:00:00,54.0,123.0,2.2,6.12,7.72,,11.27,,56.12,3.2,5.5,,,,,20.6,81.25,0.45,150.75,0.0,0.0,168.0,752.0,-0.14
2024-01-06 14:00:00,54.0,124.0,2.25,6.28,7.88,,7.55,,57.45,2.17,3.75,,,,,21.12,76.0,0.32,195.75,0.0,0.0,146.0,752.0,-0.14
2024-01-06 15:00:00,41.5,97.75,2.3,6.3,7.93,,1.9,,57.68,0.53,1.0,,,,,21.22,75.0,0.38,255.25,0.0,0.0,84.25,752.0,-0.14
2024-01-06 16:00:00,42.75,99.75,2.2,6.22,7.82,,4.12,,56.88,1.12,1.98,,,,,20.92,76.25,0.68,276.5,0.0,0.0,16.5,752.0,-0.14
2024-01-06 17:00:00,41.5,97.75,2.18,6.07,7.6,,6.3,,55.22,1.77,3.07,,,,,20.3,81.5,0.78,317.5,0.0,0.0,6.0,752.0,-0.14
2024-01-06 18:00:00,66.75,148.25,2.1,5.85,7.38,,11.3,,53.38,3.1,5.42,,,,,19.55,87.0,0.5,220.0,0.0,0.0,6.0,752.0,-0.13
2024-01-06 19:00:00,84.75,184.25,2.1,5.85,7.38,,24.1,,53.25,6.73,11.67,,,,,19.52,86.25,0.62,199.75,0.0,0.0,6.0,752.0,-0.12
2024-01-06 20:00:00,82.0,178.5,2.1,5.78,7.25,,11.75,,52.5,3.38,5.92,,,,,19.23,90.0,0.62,258.25,0.0,0.0,6.0,752.0,-0.12
2024-01-06 21:00:00,122.75,260.25,2.05,5.68,7.18,,8.53,,51.65,2.37,4.17,,,,,18.9,89.0,0.5,289.75,0.0,0.0,6.0,752.0,-0.12
2024-01-06 22:00:00,74.5,163.75,2.0,5.55,6.98,,6.75,,50.12,1.92,3.38,,,,,18.32,89.0,0.38,274.75,0.0,0.0,6.0,752.0,-0.11
2024-01-06 23:00:00,55.5,125.25,1.92,5.43,6.82,,1.3,,48.95,0.4,0.7,,,,,17.9,90.75,0.4,266.5,0.0,0.0,6.0,752.0,-0.11
2024-01-07 00:00:00,46.5,107.75,1.9,5.35,6.75,,5.8,,48.22,1.6,2.8,,,,,17.62,90.75,0.35,273.0,0.0,0.0,6.0,752.0,-0.11
2024-01-07 01:00:00,39.5,94.5,1.9,5.3,6.65,,2.43,,47.48,0.73,1.23,,,,,17.32,92.0,0.38,284.5,0.0,0.0,6.0,752.0,-0.12
2024-01-07 02:00:00,36.25,87.25,1.9,5.2,6.57,,2.72,,46.88,0.75,1.3,,,,,17.1,91.5,0.48,282.25,0.0,0.0,6.0,752.0,-0.11
2024-01-07 03:00:00,34.75,84.0,1.9,5.2,6.5,,1.87,,46.45,0.53,0.93,,,,,16.92,91.25,0.4,281.75,0.0,0.0,6.0,752.0,-0.11
2024-01-07 04:00:00,34.0,83.0,1.85,5.18,6.5,,5.9,,46.28,1.62,2.8,,,,,16.88,89.0,0.35,247.75,0.0,0.0,6.0,752.0,-0.11
2024-01-07 05:00:00,36.0,87.5,1.8,5.1,6.43,,7.13,,45.62,2.0,3.53,,,,,16.62,92.5,0.48,242.75,0.0,0.0,6.0,752.0,-0.11
2024-01-07 06:00:00,40.75,95.5,1.8,5.1,6.4,,6.75,,45.28,1.88,3.3,,,,,16.5,95.0,0.65,267.5,0.0,0.0,6.0,752.0,-0.11
2024-01-07 07:00:00,43.75,101.75,1.82,5.12,6.48,,6.87,,45.92,1.93,3.33,,,,,16.75,93.75,0.55,239.5,0.0,0.0,20.75,752.0,-0.12
2024-01-07 08:00:00,47.75,110.0,1.95,5.45,6.85,,7.2,,49.12,2.05,3.58,,,,,17.95,83.25,0.5,216.0,0.0,0.0,119.25,752.0,-0.13
2024-01-07 09:00:00,50.75,115.75,2.12,5.95,7.45,,4.63,,54.1,1.3,2.3,,,,,19.85,70.75,0.52,248.75,0.0,0.0,244.0,752.0,-0.14
